Countrycode,City,Type,Quarter,Variable,Value,Note
840,Pittsburgh,Light rail,2Q2020,Pass,229.744,Port Authority of Allegheny County (Port Authority)
840,Pittsburgh,Light rail,3Q2020,Pass,327.991,Port Authority of Allegheny County (Port Authority)
840,Pittsburgh,Light rail,4Q2020,Pass,347.716,Port Authority of Allegheny County (Port Authority)
840,Pittsburgh,Light rail,1Q2021,Pass,330.874,Port Authority of Allegheny County (Port Authority)
840,Pittsburgh,Light rail,2Q2021,Pass,453.54,Port Authority of Allegheny County (Port Authority)
840,Pittsburgh,Light rail,3Q2021,Pass,607.761,Port Authority of Allegheny County (Port Authority)
840,Pittsburgh,Light rail,1Q2019,PKM,10921.9764,Port Authority of Allegheny County (Port Authority)
840,Pittsburgh,Light rail,2Q2019,PKM,12510.3372,Port Authority of Allegheny County (Port Authority)
840,Pittsburgh,Light rail,3Q2019,PKM,12746.19368,Port Authority of Allegheny County (Port Authority)
840,Pittsburgh,Light rail,4Q2019,PKM,12007.90409,Port Authority of Allegheny County (Port Authority)
840,Pittsburgh,Light rail,1Q2020,PKM,9920.012788,Port Authority of Allegheny County (Port Authority)
840,Pittsburgh,Light rail,2Q2020,PKM,1490.702447,Port Authority of Allegheny County (Port Authority)
840,Pittsburgh,Light rail,3Q2020,PKM,2128.181743,Port Authority of Allegheny County (Port Authority)
840,Pittsburgh,Light rail,4Q2020,PKM,2256.168136,Port Authority of Allegheny County (Port Authority)
840,Pittsburgh,Light rail,1Q2021,PKM,2146.888195,Port Authority of Allegheny County (Port Authority)
840,Pittsburgh,Light rail,2Q2021,PKM,2942.811076,Port Authority of Allegheny County (Port Authority)
840,Pittsburgh,Light rail,3Q2021,PKM,3943.479743,Port Authority of Allegheny County (Port Authority)
840,Portland (Oregon),Light rail,1Q2019,Pass,9260.27,Tri-County Metropolitan Transportation District of Oregon (TriMet)
840,Portland (Oregon),Light rail,2Q2019,Pass,9970.13,Tri-County Metropolitan Transportation District of Oregon (TriMet)
840,Portland (Oregon),Light rail,3Q2019,Pass,9578.4,Tri-County Metropolitan Transportation District of Oregon (TriMet)
840,Portland (Oregon),Light rail,4Q2019,Pass,9579.27,Tri-County Metropolitan Transportation District of Oregon (TriMet)
840,Portland (Oregon),Light rail,1Q2020,Pass,8252.59,Tri-County Metropolitan Transportation District of Oregon (TriMet)
840,Portland (Oregon),Light rail,2Q2020,Pass,3369.97,Tri-County Metropolitan Transportation District of Oregon (TriMet)
840,Portland (Oregon),Light rail,3Q2020,Pass,3894.49,Tri-County Metropolitan Transportation District of Oregon (TriMet)
840,Portland (Oregon),Light rail,4Q2020,Pass,3651.77,Tri-County Metropolitan Transportation District of Oregon (TriMet)
840,Portland (Oregon),Light rail,1Q2021,Pass,3439.19,Tri-County Metropolitan Transportation District of Oregon (TriMet)
840,Portland (Oregon),Light rail,2Q2021,Pass,3756.24,Tri-County Metropolitan Transportation District of Oregon (TriMet)
840,Portland (Oregon),Light rail,3Q2021,Pass,4356.94,Tri-County Metropolitan Transportation District of Oregon (TriMet)
840,Portland (Oregon),Light rail,1Q2019,PKM,79741.06968,Tri-County Metropolitan Transportation District of Oregon (TriMet)
840,Portland (Oregon),Light rail,2Q2019,PKM,85853.74196,Tri-County Metropolitan Transportation District of Oregon (TriMet)
840,Portland (Oregon),Light rail,3Q2019,PKM,82480.5175,Tri-County Metropolitan Transportation District of Oregon (TriMet)
840,Portland (Oregon),Light rail,4Q2019,PKM,82488.00915,Tri-County Metropolitan Transportation District of Oregon (TriMet)
840,Portland (Oregon),Light rail,1Q2020,PKM,69795.48411,Tri-County Metropolitan Transportation District of Oregon (TriMet)
840,Portland (Oregon),Light rail,2Q2020,PKM,28501.1963,Tri-County Metropolitan Transportation District of Oregon (TriMet)
840,Portland (Oregon),Light rail,3Q2020,PKM,32937.27362,Tri-County Metropolitan Transportation District of Oregon (TriMet)
840,Portland (Oregon),Light rail,4Q2020,PKM,30884.49263,Tri-County Metropolitan Transportation District of Oregon (TriMet)
840,Portland (Oregon),Light rail,1Q2021,PKM,29086.61778,Tri-County Metropolitan Transportation District of Oregon (TriMet)
840,Portland (Oregon),Light rail,2Q2021,PKM,31768.03758,Tri-County Metropolitan Transportation District of Oregon (TriMet)
840,Portland (Oregon),Light rail,3Q2021,PKM,36848.3999,Tri-County Metropolitan Transportation District of Oregon (TriMet)
840,Portland (Oregon),Tram,1Q2019,Pass,1130.102,City of Portland (PBOT)
840,Portland (Oregon),Tram,2Q2019,Pass,1027.987,City of Portland (PBOT)
840,Portland (Oregon),Tram,3Q2019,Pass,908.432,City of Portland (PBOT)
840,Portland (Oregon),Tram,4Q2019,Pass,1031.073,City of Portland (PBOT)
840,Portland (Oregon),Tram,1Q2020,Pass,932.498,City of Portland (PBOT)
840,Portland (Oregon),Tram,2Q2020,Pass,282.482,City of Portland (PBOT)
840,Portland (Oregon),Tram,3Q2020,Pass,442.661,City of Portland (PBOT)
840,Portland (Oregon),Tram,4Q2020,Pass,369.722,City of Portland (PBOT)
840,Portland (Oregon),Tram,1Q2021,Pass,329.917,City of Portland (PBOT)
840,Portland (Oregon),Tram,2Q2021,Pass,422.036,City of Portland (PBOT)
840,Portland (Oregon),Tram,3Q2021,Pass,500.226,City of Portland (PBOT)
840,Portland (Oregon),Tram,1Q2019,PKM,2367.243808,City of Portland (PBOT)
840,Portland (Oregon),Tram,2Q2019,PKM,2153.341787,City of Portland (PBOT)
840,Portland (Oregon),Tram,3Q2019,PKM,1902.907903,City of Portland (PBOT)
840,Portland (Oregon),Tram,4Q2019,PKM,2159.806084,City of Portland (PBOT)
840,Portland (Oregon),Tram,1Q2020,PKM,1950.918231,City of Portland (PBOT)
840,Portland (Oregon),Tram,2Q2020,PKM,590.9924564,City of Portland (PBOT)
840,Portland (Oregon),Tram,3Q2020,PKM,926.1096699,City of Portland (PBOT)
840,Portland (Oregon),Tram,4Q2020,PKM,773.5109245,City of Portland (PBOT)
840,Portland (Oregon),Tram,1Q2021,PKM,690.2332122,City of Portland (PBOT)
840,Portland (Oregon),Tram,2Q2021,PKM,882.9592411,City of Portland (PBOT)
840,Portland (Oregon),Tram,3Q2021,PKM,1046.543824,City of Portland (PBOT)
840,Sacramento,Light rail,1Q2019,Pass,2648.024,Sacramento Regional Transit District (Sacramento RT)
840,Sacramento,Light rail,2Q2019,Pass,2472.021,Sacramento Regional Transit District (Sacramento RT)
840,Sacramento,Light rail,3Q2019,Pass,2755.069,Sacramento Regional Transit District (Sacramento RT)
840,Sacramento,Light rail,4Q2019,Pass,2834.935,Sacramento Regional Transit District (Sacramento RT)
840,Sacramento,Light rail,1Q2020,Pass,2447.491,Sacramento Regional Transit District (Sacramento RT)
840,Sacramento,Light rail,2Q2020,Pass,951.311,Sacramento Regional Transit District (Sacramento RT)
840,Sacramento,Light rail,3Q2020,Pass,1032.206,Sacramento Regional Transit District (Sacramento RT)
840,Sacramento,Light rail,4Q2020,Pass,928.191,Sacramento Regional Transit District (Sacramento RT)
840,Sacramento,Light rail,1Q2021,Pass,882.347,Sacramento Regional Transit District (Sacramento RT)
840,Sacramento,Light rail,2Q2021,Pass,1003.953,Sacramento Regional Transit District (Sacramento RT)
840,Sacramento,Light rail,3Q2021,Pass,1064.172,Sacramento Regional Transit District (Sacramento RT)
840,Sacramento,Light rail,1Q2019,PKM,27087.39724,Sacramento Regional Transit District (Sacramento RT)
840,Sacramento,Light rail,2Q2019,PKM,25287.01205,Sacramento Regional Transit District (Sacramento RT)
840,Sacramento,Light rail,3Q2019,PKM,28182.39125,Sacramento Regional Transit District (Sacramento RT)
840,Sacramento,Light rail,4Q2019,PKM,28999.36348,Sacramento Regional Transit District (Sacramento RT)
840,Sacramento,Light rail,1Q2020,PKM,23281.72601,Sacramento Regional Transit District (Sacramento RT)
840,Sacramento,Light rail,2Q2020,PKM,9049.333399,Sacramento Regional Transit District (Sacramento RT)
840,Sacramento,Light rail,3Q2020,PKM,9818.846024,Sacramento Regional Transit District (Sacramento RT)
840,Sacramento,Light rail,4Q2020,PKM,8829.404702,Sacramento Regional Transit District (Sacramento RT)
840,Sacramento,Light rail,1Q2021,PKM,8393.314254,Sacramento Regional Transit District (Sacramento RT)
840,Sacramento,Light rail,2Q2021,PKM,9550.089733,Sacramento Regional Transit District (Sacramento RT)
840,Sacramento,Light rail,3Q2021,PKM,10122.92218,Sacramento Regional Transit District (Sacramento RT)
840,Salt Lake City,Light rail,1Q2019,Pass,4130.677,Utah Transit Authority (UTA)
840,Salt Lake City,Light rail,2Q2019,Pass,4222.791,Utah Transit Authority (UTA)
840,Salt Lake City,Light rail,3Q2019,Pass,4331.092,Utah Transit Authority (UTA)
840,Salt Lake City,Light rail,4Q2019,Pass,4443.448,Utah Transit Authority (UTA)
840,Salt Lake City,Light rail,1Q2020,Pass,3654.33,Utah Transit Authority (UTA)
840,Salt Lake City,Light rail,2Q2020,Pass,1358.071,Utah Transit Authority (UTA)
840,Salt Lake City,Light rail,3Q2020,Pass,1594.256,Utah Transit Authority (UTA)
840,Salt Lake City,Light rail,4Q2020,Pass,1640.707,Utah Transit Authority (UTA)
840,Salt Lake City,Light rail,1Q2021,Pass,1695.181,Utah Transit Authority (UTA)
840,Salt Lake City,Light rail,2Q2021,Pass,1853.257,Utah Transit Authority (UTA)
840,Salt Lake City,Light rail,3Q2021,Pass,2337.292,Utah Transit Authority (UTA)
840,Salt Lake City,Light rail,1Q2019,PKM,32251.80532,Utah Transit Authority (UTA)
840,Salt Lake City,Light rail,2Q2019,PKM,32971.01982,Utah Transit Authority (UTA)
840,Salt Lake City,Light rail,3Q2019,PKM,33816.62038,Utah Transit Authority (UTA)
840,Salt Lake City,Light rail,4Q2019,PKM,34693.88186,Utah Transit Authority (UTA)
840,Salt Lake City,Light rail,1Q2020,PKM,27897.98168,Utah Transit Authority (UTA)
840,Salt Lake City,Light rail,2Q2020,PKM,10367.82115,Utah Transit Authority (UTA)
840,Salt Lake City,Light rail,3Q2020,PKM,12170.91086,Utah Transit Authority (UTA)
840,Salt Lake City,Light rail,4Q2020,PKM,12525.5283,Utah Transit Authority (UTA)
840,Salt Lake City,Light rail,1Q2021,PKM,12941.39513,Utah Transit Authority (UTA)
840,Salt Lake City,Light rail,2Q2021,PKM,14148.18307,Utah Transit Authority (UTA)
840,Salt Lake City,Light rail,3Q2021,PKM,17843.41573,Utah Transit Authority (UTA)
840,San Diego,Light rail,1Q2019,Pass,8885.513,San Diego Metropolitan Transit System (MTS)
840,San Diego,Light rail,2Q2019,Pass,9341.684,San Diego Metropolitan Transit System (MTS)
840,San Diego,Light rail,3Q2019,Pass,10264.114,San Diego Metropolitan Transit System (MTS)
840,San Diego,Light rail,4Q2019,Pass,9555.881,San Diego Metropolitan Transit System (MTS)
840,San Diego,Light rail,1Q2020,Pass,8202.369,San Diego Metropolitan Transit System (MTS)
840,San Diego,Light rail,2Q2020,Pass,3980.663,San Diego Metropolitan Transit System (MTS)
840,San Diego,Light rail,3Q2020,Pass,4751.4,San Diego Metropolitan Transit System (MTS)
840,San Diego,Light rail,4Q2020,Pass,4795.265,San Diego Metropolitan Transit System (MTS)
840,San Diego,Light rail,1Q2021,Pass,4406.226,San Diego Metropolitan Transit System (MTS)
840,San Diego,Light rail,2Q2021,Pass,5563.446,San Diego Metropolitan Transit System (MTS)
840,San Diego,Light rail,3Q2021,Pass,6531.603,San Diego Metropolitan Transit System (MTS)
840,San Diego,Light rail,1Q2019,PKM,84145.81074,San Diego Metropolitan Transit System (MTS)
840,San Diego,Light rail,2Q2019,PKM,88465.75025,San Diego Metropolitan Transit System (MTS)
840,San Diego,Light rail,3Q2019,PKM,97201.16262,San Diego Metropolitan Transit System (MTS)
840,San Diego,Light rail,4Q2019,PKM,90494.1959,San Diego Metropolitan Transit System (MTS)
840,San Diego,Light rail,1Q2020,PKM,80136.99152,San Diego Metropolitan Transit System (MTS)
840,San Diego,Light rail,2Q2020,PKM,38891.00296,San Diego Metropolitan Transit System (MTS)
840,San Diego,Light rail,3Q2020,PKM,46421.08902,San Diego Metropolitan Transit System (MTS)
840,San Diego,Light rail,4Q2020,PKM,46849.64924,San Diego Metropolitan Transit System (MTS)
840,San Diego,Light rail,1Q2021,PKM,43048.7455,San Diego Metropolitan Transit System (MTS)
840,San Diego,Light rail,2Q2021,PKM,54354.76323,San Diego Metropolitan Transit System (MTS)
840,San Diego,Light rail,3Q2021,PKM,63813.63899,San Diego Metropolitan Transit System (MTS)
840,San Francisco,Light rail,1Q2019,Pass,12209.131,City and County of San Francisco (SFMTA) (MUNI)
840,San Francisco,Light rail,2Q2019,Pass,12522.48,City and County of San Francisco (SFMTA) (MUNI)
840,San Francisco,Light rail,3Q2019,Pass,13442.64,City and County of San Francisco (SFMTA) (MUNI)
840,San Francisco,Light rail,4Q2019,Pass,12773.699,City and County of San Francisco (SFMTA) (MUNI)
840,San Francisco,Light rail,1Q2020,Pass,12257.006,City and County of San Francisco (SFMTA) (MUNI)
840,San Francisco,Light rail,2Q2020,Pass,0,City and County of San Francisco (SFMTA) (MUNI)
840,San Francisco,Light rail,3Q2020,Pass,0,City and County of San Francisco (SFMTA) (MUNI)
840,San Francisco,Light rail,4Q2020,Pass,33.314,City and County of San Francisco (SFMTA) (MUNI)
840,San Francisco,Light rail,1Q2021,Pass,904.984,City and County of San Francisco (SFMTA) (MUNI)
840,San Francisco,Light rail,2Q2021,Pass,2657.654,City and County of San Francisco (SFMTA) (MUNI)
840,San Francisco,Light rail,3Q2021,Pass,5365.053,City and County of San Francisco (SFMTA) (MUNI)
840,San Francisco,Light rail,1Q2019,PKM,53849.07069,City and County of San Francisco (SFMTA) (MUNI)
840,San Francisco,Light rail,2Q2019,PKM,55231.11438,City and County of San Francisco (SFMTA) (MUNI)
840,San Francisco,Light rail,3Q2019,PKM,59289.53269,City and County of San Francisco (SFMTA) (MUNI)
840,San Francisco,Light rail,4Q2019,PKM,56339.13015,City and County of San Francisco (SFMTA) (MUNI)
840,San Francisco,Light rail,1Q2020,PKM,54089.81465,City and County of San Francisco (SFMTA) (MUNI)
840,San Francisco,Light rail,2Q2020,PKM,0,City and County of San Francisco (SFMTA) (MUNI)
840,San Francisco,Light rail,3Q2020,PKM,0,City and County of San Francisco (SFMTA) (MUNI)
840,San Francisco,Light rail,4Q2020,PKM,147.013723,City and County of San Francisco (SFMTA) (MUNI)
840,San Francisco,Light rail,1Q2021,PKM,3993.668341,City and County of San Francisco (SFMTA) (MUNI)
840,San Francisco,Light rail,2Q2021,PKM,11728.1506,City and County of San Francisco (SFMTA) (MUNI)
840,San Francisco,Light rail,3Q2021,PKM,23675.82445,City and County of San Francisco (SFMTA) (MUNI)
840,San Francisco,Other,1Q2019,Pass,1405.511,MUNI San Francisco Cable Car
840,San Francisco,Other,2Q2019,Pass,1423.708,MUNI San Francisco Cable Car
840,San Francisco,Other,3Q2019,Pass,1058.851,MUNI San Francisco Cable Car
840,San Francisco,Other,4Q2019,Pass,927.389,MUNI San Francisco Cable Car
840,San Francisco,Other,1Q2020,Pass,1317.658,MUNI San Francisco Cable Car
840,San Francisco,Other,2Q2020,Pass,0,MUNI San Francisco Cable Car
840,San Francisco,Other,3Q2020,Pass,0,MUNI San Francisco Cable Car
840,San Francisco,Other,4Q2020,Pass,0,MUNI San Francisco Cable Car
840,San Francisco,Other,1Q2021,Pass,0,MUNI San Francisco Cable Car
840,San Francisco,Other,2Q2021,Pass,0,MUNI San Francisco Cable Car
840,San Francisco,Other,3Q2021,Pass,0,MUNI San Francisco Cable Car
840,San Francisco,Other,1Q2019,PKM,2932.837981,MUNI San Francisco Cable Car
840,San Francisco,Other,2Q2019,PKM,2970.80912,MUNI San Francisco Cable Car
840,San Francisco,Other,3Q2019,PKM,2209.472875,MUNI San Francisco Cable Car
840,San Francisco,Other,4Q2019,PKM,1935.155031,MUNI San Francisco Cable Car
840,San Francisco,Other,1Q2020,PKM,2755.243252,MUNI San Francisco Cable Car
840,San Francisco,Other,2Q2020,PKM,0,MUNI San Francisco Cable Car
840,San Francisco,Other,3Q2020,PKM,0,MUNI San Francisco Cable Car
840,San Francisco,Other,4Q2020,PKM,0,MUNI San Francisco Cable Car
840,San Francisco,Other,1Q2021,PKM,0,MUNI San Francisco Cable Car
840,San Francisco,Other,2Q2021,PKM,0,MUNI San Francisco Cable Car
840,San Francisco,Other,3Q2021,PKM,0,MUNI San Francisco Cable Car
840,San Francisco,Tram,1Q2019,Pass,1814.773,MUNI Heritage Streetcar Line
840,San Francisco,Tram,2Q2019,Pass,1847.162,MUNI Heritage Streetcar Line
840,San Francisco,Tram,3Q2019,Pass,2326.016,MUNI Heritage Streetcar Line
840,San Francisco,Tram,4Q2019,Pass,2135.09,MUNI Heritage Streetcar Line
840,San Francisco,Tram,1Q2020,Pass,1500.548,MUNI Heritage Streetcar Line
840,San Francisco,Tram,2Q2020,Pass,0,MUNI Heritage Streetcar Line
840,San Francisco,Tram,3Q2020,Pass,0,MUNI Heritage Streetcar Line
840,San Francisco,Tram,4Q2020,Pass,0,MUNI Heritage Streetcar Line
840,San Francisco,Tram,1Q2021,Pass,0,MUNI Heritage Streetcar Line
840,San Francisco,Tram,2Q2021,Pass,0,MUNI Heritage Streetcar Line
840,San Francisco,Tram,3Q2021,Pass,0,MUNI Heritage Streetcar Line
840,San Francisco,Tram,1Q2019,PKM,4197.175261,MUNI Heritage Streetcar Line
840,San Francisco,Tram,2Q2019,PKM,4272.083974,MUNI Heritage Streetcar Line
840,San Francisco,Tram,3Q2019,PKM,5379.569132,MUNI Heritage Streetcar Line
840,San Francisco,Tram,4Q2019,PKM,4937.998818,MUNI Heritage Streetcar Line
840,San Francisco,Tram,1Q2020,PKM,3482.274146,MUNI Heritage Streetcar Line
840,San Francisco,Tram,2Q2020,PKM,0,MUNI Heritage Streetcar Line
840,San Francisco,Tram,3Q2020,PKM,0,MUNI Heritage Streetcar Line
840,San Francisco,Tram,4Q2020,PKM,0,MUNI Heritage Streetcar Line
840,San Francisco,Tram,1Q2021,PKM,0,MUNI Heritage Streetcar Line
840,San Francisco,Tram,2Q2021,PKM,0,MUNI Heritage Streetcar Line
840,San Francisco,Tram,3Q2021,PKM,0,MUNI Heritage Streetcar Line
840,San Jose,Light rail,1Q2019,Pass,1986.124,Santa Clara Valley Transportation Authority (VTA)
840,San Jose,Light rail,2Q2019,Pass,2079.06,Santa Clara Valley Transportation Authority (VTA)
840,San Jose,Light rail,3Q2019,Pass,2154.437,Santa Clara Valley Transportation Authority (VTA)
840,San Jose,Light rail,4Q2019,Pass,2131.15,Santa Clara Valley Transportation Authority (VTA)
840,San Jose,Light rail,1Q2020,Pass,1704.386,Santa Clara Valley Transportation Authority (VTA)
840,San Jose,Light rail,2Q2020,Pass,291.605,Santa Clara Valley Transportation Authority (VTA)
840,San Jose,Light rail,3Q2020,Pass,574.065,Santa Clara Valley Transportation Authority (VTA)
840,San Jose,Light rail,4Q2020,Pass,605.138,Santa Clara Valley Transportation Authority (VTA)
840,San Jose,Light rail,1Q2021,Pass,591.534,Santa Clara Valley Transportation Authority (VTA)
840,San Jose,Light rail,2Q2021,Pass,397.359,Santa Clara Valley Transportation Authority (VTA)
840,San Jose,Light rail,3Q2021,Pass,152.698,Santa Clara Valley Transportation Authority (VTA)
840,San Jose,Light rail,1Q2019,PKM,18704.07426,Santa Clara Valley Transportation Authority (VTA)
840,San Jose,Light rail,2Q2019,PKM,19579.28741,Santa Clara Valley Transportation Authority (VTA)
840,San Jose,Light rail,3Q2019,PKM,20289.14088,Santa Clara Valley Transportation Authority (VTA)
840,San Jose,Light rail,4Q2019,PKM,20069.83847,Santa Clara Valley Transportation Authority (VTA)
840,San Jose,Light rail,1Q2020,PKM,14643.44115,Santa Clara Valley Transportation Authority (VTA)
840,San Jose,Light rail,2Q2020,PKM,2505.360086,Santa Clara Valley Transportation Authority (VTA)
840,San Jose,Light rail,3Q2020,PKM,4932.149784,Santa Clara Valley Transportation Authority (VTA)
840,San Jose,Light rail,4Q2020,PKM,5199.117271,Santa Clara Valley Transportation Authority (VTA)
840,San Jose,Light rail,1Q2021,PKM,5082.236838,Santa Clara Valley Transportation Authority (VTA)
840,San Jose,Light rail,2Q2021,PKM,3413.958535,Santa Clara Valley Transportation Authority (VTA)
840,San Jose,Light rail,3Q2021,PKM,1311.923576,Santa Clara Valley Transportation Authority (VTA)
840,San Juan,Metro,1Q2019,Pass,1413.376,Alternativa de Transporte Integrado - ATI (PRHTA) - Tren Urbano
840,San Juan,Metro,2Q2019,Pass,1238.484,Alternativa de Transporte Integrado - ATI (PRHTA) - Tren Urbano
840,San Juan,Metro,3Q2019,Pass,1237.334,Alternativa de Transporte Integrado - ATI (PRHTA) - Tren Urbano
840,San Juan,Metro,4Q2019,Pass,1345.315,Alternativa de Transporte Integrado - ATI (PRHTA) - Tren Urbano
840,San Juan,Metro,1Q2020,Pass,948.501,Alternativa de Transporte Integrado - ATI (PRHTA) - Tren Urbano
840,San Juan,Metro,2Q2020,Pass,0,Alternativa de Transporte Integrado - ATI (PRHTA) - Tren Urbano
840,San Juan,Metro,3Q2020,Pass,31.619,Alternativa de Transporte Integrado - ATI (PRHTA) - Tren Urbano
840,San Juan,Metro,4Q2020,Pass,157.424,Alternativa de Transporte Integrado - ATI (PRHTA) - Tren Urbano
840,San Juan,Metro,1Q2021,Pass,290.658,Alternativa de Transporte Integrado - ATI (PRHTA) - Tren Urbano
840,San Juan,Metro,2Q2021,Pass,356.327,Alternativa de Transporte Integrado - ATI (PRHTA) - Tren Urbano
840,San Juan,Metro,3Q2021,Pass,460.305,Alternativa de Transporte Integrado - ATI (PRHTA) - Tren Urbano
840,San Juan,Metro,1Q2019,PKM,10913.31549,Alternativa de Transporte Integrado - ATI (PRHTA) - Tren Urbano
840,San Juan,Metro,2Q2019,PKM,9562.895237,Alternativa de Transporte Integrado - ATI (PRHTA) - Tren Urbano
840,San Juan,Metro,3Q2019,PKM,9554.015567,Alternativa de Transporte Integrado - ATI (PRHTA) - Tren Urbano
840,San Juan,Metro,4Q2019,PKM,10387.78572,Alternativa de Transporte Integrado - ATI (PRHTA) - Tren Urbano
840,San Juan,Metro,1Q2020,PKM,7241.376437,Alternativa de Transporte Integrado - ATI (PRHTA) - Tren Urbano
840,San Juan,Metro,2Q2020,PKM,0,Alternativa de Transporte Integrado - ATI (PRHTA) - Tren Urbano
840,San Juan,Metro,3Q2020,PKM,241.396774,Alternativa de Transporte Integrado - ATI (PRHTA) - Tren Urbano
840,San Juan,Metro,4Q2020,PKM,1201.861088,Alternativa de Transporte Integrado - ATI (PRHTA) - Tren Urbano
840,San Juan,Metro,1Q2021,PKM,2219.04246,Alternativa de Transporte Integrado - ATI (PRHTA) - Tren Urbano
840,San Juan,Metro,2Q2021,PKM,2720.395594,Alternativa de Transporte Integrado - ATI (PRHTA) - Tren Urbano
840,San Juan,Metro,3Q2021,PKM,3514.220629,Alternativa de Transporte Integrado - ATI (PRHTA) - Tren Urbano
840,Seattle,Light rail,1Q2019,Pass,6379.583,Central Puget Sound Regional Transit Authority (Sound Transit) - Link Light rail
840,Seattle,Light rail,2Q2019,Pass,6514.287,Central Puget Sound Regional Transit Authority (Sound Transit) - Link Light rail
840,Seattle,Light rail,3Q2019,Pass,5998.784,Central Puget Sound Regional Transit Authority (Sound Transit) - Link Light rail
840,Seattle,Light rail,4Q2019,Pass,5869.03,Central Puget Sound Regional Transit Authority (Sound Transit) - Link Light rail
840,Seattle,Light rail,1Q2020,Pass,4408.79,Central Puget Sound Regional Transit Authority (Sound Transit) - Link Light Rail
840,Seattle,Light rail,2Q2020,Pass,978.85,Central Puget Sound Regional Transit Authority (Sound Transit) - Link Light Rail
840,Seattle,Light rail,3Q2020,Pass,1181.027,Central Puget Sound Regional Transit Authority (Sound Transit) - Link Light Rail
840,Seattle,Light rail,4Q2020,Pass,1331.455,Central Puget Sound Regional Transit Authority (Sound Transit) - Link Light Rail
840,Seattle,Light rail,1Q2021,Pass,1365.367,Central Puget Sound Regional Transit Authority (Sound Transit) - Link Light Rail
840,Seattle,Light rail,2Q2021,Pass,1774.152,Central Puget Sound Regional Transit Authority (Sound Transit) - Link Light Rail
840,Seattle,Light rail,3Q2021,Pass,3070.562,Central Puget Sound Regional Transit Authority (Sound Transit) - Link Light Rail
840,Seattle,Light rail,1Q2019,PKM,67777.05987,Central Puget Sound Regional Transit Authority (Sound Transit) - Link Light rail
840,Seattle,Light rail,2Q2019,PKM,69208.16298,Central Puget Sound Regional Transit Authority (Sound Transit) - Link Light rail
840,Seattle,Light rail,3Q2019,PKM,63731.42921,Central Puget Sound Regional Transit Authority (Sound Transit) - Link Light rail
840,Seattle,Light rail,4Q2019,PKM,62352.91518,Central Puget Sound Regional Transit Authority (Sound Transit) - Link Light rail
840,Seattle,Light rail,1Q2020,PKM,44721.31095,Central Puget Sound Regional Transit Authority (Sound Transit) - Link Light Rail
840,Seattle,Light rail,2Q2020,PKM,9929.131399,Central Puget Sound Regional Transit Authority (Sound Transit) - Link Light Rail
840,Seattle,Light rail,3Q2020,PKM,11979.94817,Central Puget Sound Regional Transit Authority (Sound Transit) - Link Light Rail
840,Seattle,Light rail,4Q2020,PKM,13505.84017,Central Puget Sound Regional Transit Authority (Sound Transit) - Link Light Rail
840,Seattle,Light rail,1Q2021,PKM,13849.8323,Central Puget Sound Regional Transit Authority (Sound Transit) - Link Light Rail
840,Seattle,Light rail,2Q2021,PKM,17996.41245,Central Puget Sound Regional Transit Authority (Sound Transit) - Link Light Rail
840,Seattle,Light rail,3Q2021,PKM,31146.7677,Central Puget Sound Regional Transit Authority (Sound Transit) - Link Light Rail
840,Seattle,Other,1Q2019,Pass,296.787,City of Seattle (SMS) - Seattle Monorail
840,Seattle,Other,2Q2019,Pass,520.826,City of Seattle (SMS) - Seattle Monorail
840,Seattle,Other,3Q2019,Pass,717.711,City of Seattle (SMS) - Seattle Monorail
840,Seattle,Other,4Q2019,Pass,403.9,City of Seattle (SMS) - Seattle Monorail
840,Seattle,Other,1Q2020,Pass,211.203,City of Seattle (SMS) - Seattle Monorail
840,Seattle,Other,2Q2020,Pass,4.044,City of Seattle (SMS) - Seattle Monorail
840,Seattle,Other,3Q2020,Pass,39.832,City of Seattle (SMS) - Seattle Monorail
840,Seattle,Other,4Q2020,Pass,43.27,City of Seattle (SMS) - Seattle Monorail
840,Seattle,Other,1Q2021,Pass,51.546,City of Seattle (SMS) - Seattle Monorail
840,Seattle,Other,2Q2021,Pass,125.381,City of Seattle (SMS) - Seattle Monorail
840,Seattle,Other,3Q2021,Pass,206.661,City of Seattle (SMS) - Seattle Monorail
840,Seattle,Other,1Q2019,PKM,429.8680715,City of Seattle (SMS) - Seattle Monorail
840,Seattle,Other,2Q2019,PKM,754.3675034,City of Seattle (SMS) - Seattle Monorail
840,Seattle,Other,3Q2019,PKM,1039.536919,City of Seattle (SMS) - Seattle Monorail
840,Seattle,Other,4Q2019,PKM,585.0111834,City of Seattle (SMS) - Seattle Monorail
840,Seattle,Other,1Q2020,PKM,305.9076924,City of Seattle (SMS) - Seattle Monorail
840,Seattle,Other,2Q2020,PKM,5.857353864,City of Seattle (SMS) - Seattle Monorail
840,Seattle,Other,3Q2020,PKM,57.69290779,City of Seattle (SMS) - Seattle Monorail
840,Seattle,Other,4Q2020,PKM,62.67252762,City of Seattle (SMS) - Seattle Monorail
840,Seattle,Other,1Q2021,PKM,74.65953568,City of Seattle (SMS) - Seattle Monorail
840,Seattle,Other,2Q2021,PKM,181.6025927,City of Seattle (SMS) - Seattle Monorail
840,Seattle,Other,3Q2021,PKM,299.3290324,City of Seattle (SMS) - Seattle Monorail
840,Seattle,Tram,1Q2019,Pass,434.768,King County Department of Metro Transit (KCM)
